[08-14 01:34:21]create bugbear778  pos = 120900 50000, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear569  pos = 163009 172937, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear570  pos = 162704 173830, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear571  pos = 162458 174834, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear569  pos = 162026 174675, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear570  pos = 162348 175918, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear571  pos = 159045 176306, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear569  pos = 159263 175565, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear570  pos = 160828 176402, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear571  pos = 160908 177533, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear569  pos = 160018 176987, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear570  pos = 159348 177765, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear571  pos = 159006 178853, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear569  pos = 158671 180132, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear570  pos = 157866 180659, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear571  pos = 157286 181611, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear569  pos = 156843 182447, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear570  pos = 157301 182998, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear571  pos = 157987 182472, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear569  pos = 158773 181970, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear570  pos = 159592 181190, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear571  pos = 159940 180161, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear569  pos = 160453 179280, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear570  pos = 160365 177983, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear571  pos = 161616 177913, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear569  pos = 161899 178790, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear570  pos = 162561 178224, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear571  pos = 163047 179048, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear569  pos = 163959 179342, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear570  pos = 165469 179997, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear571  pos = 165844 179150, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear569  pos = 166281 178490, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear570  pos = 166522 179940, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear571  pos = 166096 180707, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear569  pos = 165076 181149, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear570  pos = 164366 180591, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear571  pos = 164627 182069, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear569  pos = 165373 182643, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear570  pos = 164572 183089, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear571  pos = 163417 181729, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear569  pos = 162380 179742, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear570  pos = 162236 180854, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear571  pos = 161952 181717, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear569  pos = 160218 181877, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear570  pos = 161168 182393, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear571  pos = 162682 183033, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear569  pos = 163428 183757, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear570  pos = 163941 185137, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear571  pos = 163124 185298, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear569  pos = 162672 184535, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear570  pos = 161667 183798, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear571  pos = 160148 183721, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear569  pos = 159264 182516, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear570  pos = 158279 183853, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear571  pos = 157975 184753, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear569  pos = 157174 185042, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear570  pos = 158591 187249, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear571  pos = 158802 185898, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear569  pos = 158880 184774, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear570  pos = 159296 183742, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear571  pos = 161149 185307, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear569  pos = 162806 186664, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear570  pos = 161608 186402, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear571  pos = 160721 186412, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear569  pos = 159757 185956, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear570  pos = 159311 186916, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear571  pos = 159743 187991, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear569  pos = 160926 188517, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear570  pos = 162155 188467, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear571  pos = 163111 188318, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear569  pos = 158229 189101, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear570  pos = 157760 189905, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear571  pos = 155438 190278, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear569  pos = 154233 189727, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear570  pos = 152868 189023, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear571  pos = 151771 188746, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear569  pos = 150679 187439, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear570  pos = 149285 186002, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear571  pos = 148105 183816, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear569  pos = 147474 182943, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear570  pos = 146796 183568, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear571  pos = 147226 184972, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear569  pos = 147968 185136, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear570  pos = 147329 186790, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear571  pos = 147975 187458, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear569  pos = 148749 186290, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear570  pos = 149296 187191, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear571  pos = 149769 187776, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear569  pos = 149260 188782, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear570  pos = 148457 189048, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear571  pos = 147703 188964, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear569  pos = 148411 190414, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear570  pos = 149664 189511, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear571  pos = 150836 189582, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear569  pos = 150744 188852, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear570  pos = 151389 190394, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear571  pos = 152434 189769, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear569  pos = 153486 190060, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear570  pos = 150784 191142, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear571  pos = 149899 191201, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear569  pos = 149311 191112, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear570  pos = 150242 192582, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear571  pos = 151218 191930, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear569  pos = 151963 191133, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear570  pos = 153062 190537, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear571  pos = 153696 191182, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear569  pos = 154684 190564, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear570  pos = 153268 192182, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear571  pos = 152305 192410, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear569  pos = 152754 193411, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear570  pos = 151780 194054, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear571  pos = 150939 193497, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear569  pos = 152974 194846, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear570  pos = 154090 193478, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear571  pos = 154346 192352, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear569  pos = 154956 191633, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear570  pos = 155943 191540, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear571  pos = 156907 191293, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear569  pos = 156909 192085, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear570  pos = 157538 191343, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear571  pos = 158966 190638, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear569  pos = 159761 191245, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear570  pos = 158239 192078, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear571  pos = 157633 193052, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear569  pos = 157076 193865, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear570  pos = 155717 193872, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear571  pos = 154694 193924, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear569  pos = 154723 195253, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear570  pos = 155195 195793, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear571  pos = 156594 196557, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear569  pos = 156492 195144, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear570  pos = 155649 194817, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear571  pos = 157677 195859, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear569  pos = 158337 196673, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear570  pos = 158658 198010, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear571  pos = 160631 198539, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear569  pos = 160342 199029, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear570  pos = 161735 198593, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear571  pos = 160537 197469, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear569  pos = 159026 197266, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear570  pos = 159607 196423, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear571  pos = 158396 195902, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear569  pos = 158115 195046, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear570  pos = 158250 193499, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear571  pos = 158624 194281, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear569  pos = 159655 195215, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear570  pos = 160513 195899, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear571  pos = 160841 196789, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear569  pos = 161081 195498, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear570  pos = 160798 194758, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear571  pos = 162035 194831, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear569  pos = 162254 195891, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear570  pos = 162962 195266, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear571  pos = 162856 194550, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear569  pos = 164415 195055, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear570  pos = 164837 196029, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear571  pos = 165928 195535, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear569  pos = 166838 194815, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear570  pos = 167919 194039, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear571  pos = 169518 193896, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear569  pos = 170637 192487, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear570  pos = 170599 191316, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear571  pos = 170035 191933, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear569  pos = 169044 192215, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear570  pos = 168029 192454, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear571  pos = 166981 192923, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear569  pos = 166588 194244, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear570  pos = 165468 192567, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear571  pos = 164753 192898, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear569  pos = 163697 194435, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear570  pos = 164350 192157, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear571  pos = 159990 193226, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear569  pos = 160772 191018, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear570  pos = 162410 190460, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear571  pos = 161175 189434, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear569  pos = 163952 189078, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear570  pos = 165042 189986, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear571  pos = 165669 191043, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear569  pos = 166989 192267, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear570  pos = 168100 191333, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear571  pos = 167161 190326, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear569  pos = 167122 188842, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear570  pos = 168297 188153, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear571  pos = 168987 187343, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear569  pos = 169714 186949, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear570  pos = 170656 186822, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear571  pos = 171110 185715, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear569  pos = 172067 185863, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear570  pos = 171695 184251, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear571  pos = 172228 183489, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear569  pos = 172827 182896, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear570  pos = 173647 183215, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear571  pos = 173396 184193, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear569  pos = 173211 185041, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear570  pos = 173708 186374, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear571  pos = 173233 187630, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear569  pos = 171924 186966, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear570  pos = 170911 187541, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear571  pos = 170232 187990, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear569  pos = 170597 189105, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear570  pos = 169263 189906, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear571  pos = 168749 190640, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear569  pos = 171307 189931, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear570  pos = 172220 189708, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear571  pos = 172070 188720, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear549  pos = 85958 343408, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear566  pos = 82343 339482, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear549  pos = 83550 338822, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear566  pos = 85873 338306, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear549  pos = 84007 340160, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear566  pos = 81228 343543, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear549  pos = 80601 345248, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear566  pos = 83924 341810, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear549  pos = 84327 343527, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear566  pos = 84171 346197, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear549  pos = 87222 343795, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear566  pos = 86940 344003, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear549  pos = 90441 341108, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear566  pos = 90422 341503, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear549  pos = 91734 340559, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear566  pos = 89436 337665, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear549  pos = 89812 338035, angle = 145, rTime = 30
[08-14 01:34:21]create bugbear894  pos = 279457 301345, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear894  pos = 276504 295828, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear894  pos = 272234 295232, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear894  pos = 272833 298264, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear894  pos = 268583 299161, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear894  pos = 264661 295898, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear894  pos = 259591 294003, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear894  pos = 259215 297388, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear894  pos = 261268 299862, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear893  pos = 365645 276624, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear893  pos = 364555 280170, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear893  pos = 367142 281351, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear893  pos = 373167 276499, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear893  pos = 377669 272857, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear893  pos = 377695 274963, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear893  pos = 375386 279704, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear893  pos = 370812 277923, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear909  pos = 148576 193791, angle = 355, rTime = 60
[08-14 01:34:21]create bugbear909  pos = 144091 199648, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear909  pos = 142201 204037, angle = 325, rTime = 60
[08-14 01:34:21]create bugbear909  pos = 155967 206684, angle = 280, rTime = 60
[08-14 01:34:21]create bugbear909  pos = 152304 200922, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear909  pos = 151983 197500, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear904  pos = 282229 300974, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear904  pos = 275831 300986, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear904  pos = 269848 299166, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear904  pos = 259745 296798, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear904  pos = 253840 300571, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear904  pos = 257379 305609, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear904  pos = 262163 303144, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear904  pos = 263772 303562, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear904  pos = 262791 307057, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear899  pos = 273405 69586, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear898  pos = 116456 40037, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear898  pos = 120992 40156, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear898  pos = 122429 34716, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear898  pos = 118019 32230, angle = 145, rTime = 60
[08-14 01:34:21]create bugbear898  pos = 117532 33183, angle = 145, rTime = 60
