//ID	Name	Model	Propeller 1	Propeller 2	Propeller 3	Propeller 4	Price	Durability	Durability Recovery	Defense	Physical Resist	Min Attack	Max Attack	Attack Range	Reloading Time	Cannon Area of Effect	Cargo Capacity	Fuel	Fuel Consumption	Attack Speed	Movement Speed	Description	Remark
18	#T_SHIPITEMINFO_TXT_18#	0	0	0	0	0	2335	0	0	0	0	0	0	0	0	0	0	0	0	0	480	0	0
19	#T_SHIPITEMINFO_TXT_19#	0	0	0	0	0	2850	0	0	0	0	0	0	0	0	0	0	0	0	0	490	0	0
20	#T_SHIPITEMINFO_TXT_20#	0	0	0	0	0	3758	0	0	0	0	0	0	0	0	0	0	0	0	0	500	0	0
21	#T_SHIPITEMINFO_TXT_21#	2000000002	22	0	0	0	4462	0	0	0	0	0	0	0	0	0	0	0	0	0	530	0	0
22	#T_SHIPITEMINFO_TXT_22#	2000000004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23	#T_SHIPITEMINFO_TXT_23#	2000010004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24	#T_SHIPITEMINFO_TXT_24#	2000010005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25	#T_SHIPITEMINFO_TXT_25#	2000010006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26	#T_SHIPITEMINFO_TXT_26#	2000010007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27	#T_SHIPITEMINFO_TXT_27#	2000020004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28	#T_SHIPITEMINFO_TXT_28#	2000020005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29	#T_SHIPITEMINFO_TXT_29#	2001000004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30	#T_SHIPITEMINFO_TXT_30#	2001000005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31	#T_SHIPITEMINFO_TXT_31#	2001000006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
32	#T_SHIPITEMINFO_TXT_32#	2001010004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33	#T_SHIPITEMINFO_TXT_33#	2001010005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
34	#T_SHIPITEMINFO_TXT_34#	2001010006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
35	#T_SHIPITEMINFO_TXT_35#	2001010007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
36	#T_SHIPITEMINFO_TXT_36#	2002000004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
37	#T_SHIPITEMINFO_TXT_37#	2002000005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
38	#T_SHIPITEMINFO_TXT_38#	2002000006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
39	#T_SHIPITEMINFO_TXT_39#	2002000007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40	#T_SHIPITEMINFO_TXT_40#	2003000004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
41	#T_SHIPITEMINFO_TXT_41#	2003000005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42	#T_SHIPITEMINFO_TXT_42#	2003000006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43	#T_SHIPITEMINFO_TXT_43#	2004000000	0	0	0	0	0	2280	0	46	10	0	0	0	0	0	0	200	1	0	0	0	0
44	#T_SHIPITEMINFO_TXT_44#	2004020000	0	0	0	0	11812	2925	0	57	15	0	0	0	0	0	0	200	1	0	0	0	0
45	#T_SHIPITEMINFO_TXT_45#	2004010000	0	0	0	0	19950	3595	0	68	20	0	0	0	0	0	0	200	1	0	0	0	0
46	#T_SHIPITEMINFO_TXT_46#	2004030000	0	0	0	0	6300	2795	0	62	15	0	0	0	0	0	0	200	1	0	0	0	0
47	#T_SHIPITEMINFO_TXT_47#	2004050000	0	0	0	0	11812	3766	0	82	20	0	0	0	0	0	0	200	1	0	0	0	0
48	#T_SHIPITEMINFO_TXT_48#	2004040000	0	0	0	0	19950	4860	0	88	25	0	0	0	0	0	0	200	1	0	0	0	0
49	#T_SHIPITEMINFO_TXT_49#	2004060000	0	0	0	0	0	0	0	10	10	0	0	0	0	0	0	0	0	0	0	0	0
50	#T_SHIPITEMINFO_TXT_50#	2004070000	0	0	0	0	0	0	0	10	10	0	0	0	0	0	0	0	0	0	0	0	0
51	#T_SHIPITEMINFO_TXT_51#	2004080000	0	0	0	0	0	0	0	10	10	0	0	0	0	0	0	0	0	0	0	0	0
52	#T_SHIPITEMINFO_TXT_52#	2004090000	0	0	0	0	0	0	0	10	10	0	0	0	0	0	0	0	0	0	0	0	0
53	#T_SHIPITEMINFO_TXT_53#	0	0	0	0	0	0	0	0	0	0	167	250	0	70	0	0	0	0	0	0	0	0
54	#T_SHIPITEMINFO_TXT_54#	0	0	0	0	0	0	0	0	0	0	185	278	0	73	0	0	0	0	0	0	0	0
55	#T_SHIPITEMINFO_TXT_55#	0	0	0	0	0	0	0	0	0	0	204	307	0	79	0	0	0	0	0	0	0	0
56	#T_SHIPITEMINFO_TXT_56#	0	0	0	0	0	2025	0	0	0	0	215	322	0	85	0	0	0	0	0	0	0	0
57	#T_SHIPITEMINFO_TXT_57#	0	0	0	0	0	2265	0	0	0	0	235	352	0	88	0	0	0	0	0	0	0	0
58	#T_SHIPITEMINFO_TXT_58#	0	0	0	0	0	2802	0	0	0	0	255	383	0	94	0	0	0	0	0	0	0	0
59	#T_SHIPITEMINFO_TXT_59#	0	0	0	0	0	3420	0	0	0	0	265	398	0	100	0	0	0	0	0	0	0	0
60	#T_SHIPITEMINFO_TXT_60#	0	0	0	0	0	3760	0	0	0	0	287	430	0	103	0	0	0	0	0	0	0	0
61	#T_SHIPITEMINFO_TXT_61#	0	0	0	0	0	4510	0	0	0	0	307	461	0	109	0	0	0	0	0	0	0	0
62	#T_SHIPITEMINFO_TXT_62#	0	0	0	0	0	5355	0	0	0	0	318	477	0	115	0	0	0	0	0	0	0	0
63	#T_SHIPITEMINFO_TXT_63#	0	0	0	0	0	5814	0	0	0	0	340	511	0	118	0	0	0	0	0	0	0	0
64	#T_SHIPITEMINFO_TXT_64#	0	0	0	0	0	6812	0	0	0	0	362	543	0	124	0	0	0	0	0	0	0	0
65	#T_SHIPITEMINFO_TXT_65#	0	0	0	0	0	7920	0	0	0	0	373	560	0	130	0	0	0	0	0	0	0	0
66	#T_SHIPITEMINFO_TXT_66#	0	0	0	0	0	8516	0	0	0	0	396	594	0	100	0	0	0	0	0	0	0	0
67	#T_SHIPITEMINFO_TXT_67#	0	0	0	0	0	9798	0	0	0	0	419	629	0	139	0	0	0	0	0	0	0	0
68	#T_SHIPITEMINFO_TXT_68#	0	0	0	0	0	11205	0	0	0	0	430	646	0	145	0	0	0	0	0	0	0	0
69	#T_SHIPITEMINFO_TXT_69#	0	0	0	0	0	11956	0	0	0	0	455	682	0	148	0	0	0	0	0	0	0	0
70	#T_SHIPITEMINFO_TXT_70#	0	0	0	0	0	13559	0	0	0	0	478	717	0	154	0	0	0	0	0	0	0	0
71	#T_SHIPITEMINFO_TXT_71#	0	0	0	0	0	1080	0	0	0	0	138	207	0	70	0	0	0	0	0	0	0	0
72	#T_SHIPITEMINFO_TXT_72#	0	0	0	0	0	1237	0	0	0	0	151	227	0	73	0	0	0	0	0	0	0	0
73	#T_SHIPITEMINFO_TXT_73#	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
74	#T_SHIPITEMINFO_TXT_74#	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
75	#T_SHIPITEMINFO_TXT_75#	0	0	0	0	0	1292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76	#T_SHIPITEMINFO_TXT_76#	0	0	0	0	0	1464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
77	#T_SHIPITEMINFO_TXT_77#	0	0	0	0	0	1652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
78	#T_SHIPITEMINFO_TXT_78#	0	0	0	0	0	1856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
79	#T_SHIPITEMINFO_TXT_79#	0	0	0	0	0	2076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
80	#T_SHIPITEMINFO_TXT_80#	0	0	0	0	0	2313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81	#T_SHIPITEMINFO_TXT_81#	0	0	0	0	0	2568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
82	#T_SHIPITEMINFO_TXT_82#	0	0	0	0	0	2842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
83	#T_SHIPITEMINFO_TXT_83#	0	0	0	0	0	3135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
84	#T_SHIPITEMINFO_TXT_84#	0	0	0	0	0	3447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85	#T_SHIPITEMINFO_TXT_85#	0	0	0	0	0	3780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
86	#T_SHIPITEMINFO_TXT_86#	0	0	0	0	0	4134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
87	#T_SHIPITEMINFO_TXT_87#	0	0	0	0	0	4510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
88	#T_SHIPITEMINFO_TXT_88#	0	0	0	0	0	4908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
89	#T_SHIPITEMINFO_TXT_89#	0	0	0	0	0	5330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	#T_SHIPITEMINFO_TXT_90#	0	0	0	0	0	5775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
91	#T_SHIPITEMINFO_TXT_91#	0	0	0	0	0	6244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
92	#T_SHIPITEMINFO_TXT_92#	0	0	0	0	0	6739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
93	#T_SHIPITEMINFO_TXT_93#	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
94	#T_SHIPITEMINFO_TXT_94#	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
95	#T_SHIPITEMINFO_TXT_95#	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
96	#T_SHIPITEMINFO_TXT_96#	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
97	#T_SHIPITEMINFO_TXT_97#	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
98	#T_SHIPITEMINFO_TXT_98#	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
99	#T_SHIPITEMINFO_TXT_99#	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100	#T_SHIPITEMINFO_TXT_100#	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101	#T_SHIPITEMINFO_TXT_101#	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102	#T_SHIPITEMINFO_TXT_102#	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
103	#T_SHIPITEMINFO_TXT_103#	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
104	#T_SHIPITEMINFO_TXT_104#	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105	#T_SHIPITEMINFO_TXT_105#	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106	#T_SHIPITEMINFO_TXT_106#	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107	#T_SHIPITEMINFO_TXT_107#	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
108	#T_SHIPITEMINFO_TXT_108#	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
109	#T_SHIPITEMINFO_TXT_109#	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110	#T_SHIPITEMINFO_TXT_110#	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
111	#T_SHIPITEMINFO_TXT_111#	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
112	#T_SHIPITEMINFO_TXT_112#	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
113	#T_SHIPITEMINFO_TXT_113#	0	0	0	0	0	2749	0	0	0	0	0	0	0	0	0	0	1000	0	0	0	0	0
114	#T_SHIPITEMINFO_TXT_114#	0	0	0	0	0	3280	0	0	0	0	0	0	0	0	0	0	1100	0	0	0	0	0
115	#T_SHIPITEMINFO_TXT_115#	2000000001	0	0	0	0	3570	0	0	0	0	0	0	0	0	0	0	1200	0	0	0	0	0
116	#T_SHIPITEMINFO_TXT_116#	2000000001	0	0	0	0	4200	0	0	0	0	0	0	0	0	0	0	1200	0	0	0	0	0
117	#T_SHIPITEMINFO_TXT_117#	2000000001	0	0	0	0	4901	0	0	0	0	0	0	0	0	0	0	1200	0	0	0	0	0
118	#T_SHIPITEMINFO_TXT_118#	2000010001	0	0	0	0	5280	0	0	0	0	0	0	0	0	0	0	2100	0	0	0	0	0
119	#T_SHIPITEMINFO_TXT_119#	2000010001	0	0	0	0	6095	0	0	0	0	0	0	0	0	0	0	2100	0	0	0	0	0
120	#T_SHIPITEMINFO_TXT_120#	2000010001	0	0	0	0	6990	0	0	0	0	0	0	0	0	0	0	2100	0	0	0	0	0
121	#T_SHIPITEMINFO_TXT_121#	2000020001	0	0	0	0	7470	0	0	0	0	0	0	0	0	0	0	2100	0	0	0	0	0
122	#T_SHIPITEMINFO_TXT_122#	2000020001	0	0	0	0	8493	0	0	0	0	0	0	0	0	0	0	2100	0	0	0	0	0
123	#T_SHIPITEMINFO_TXT_123#	2000020001	0	0	0	0	9607	0	0	0	0	0	0	0	0	0	0	2100	0	0	0	0	0
124	#T_SHIPITEMINFO_TXT_124#	0	0	0	0	0	720	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0
125	#T_SHIPITEMINFO_TXT_125#	0	0	0	0	0	939	0	0	0	0	0	0	0	0	0	0	330	0	0	0	0	0
126	#T_SHIPITEMINFO_TXT_126#	0	0	0	0	0	1201	0	0	0	0	0	0	0	0	0	0	360	0	0	0	0	0
127	#T_SHIPITEMINFO_TXT_127#	0	0	0	0	0	1350	0	0	0	0	0	0	0	0	0	0	400	0	0	0	0	0
128	#T_SHIPITEMINFO_TXT_128#	0	0	0	0	0	1682	0	0	0	0	0	0	0	0	0	0	430	0	0	0	0	0
129	#T_SHIPITEMINFO_TXT_129#	0	0	0	0	0	2067	0	0	0	0	0	0	0	0	0	0	460	0	0	0	0	0
130	#T_SHIPITEMINFO_TXT_130#	0	0	0	0	0	2280	0	0	0	0	0	0	0	0	0	0	1000	0	0	0	0	0
131	#T_SHIPITEMINFO_TXT_131#	0	0	0	0	0	2749	0	0	0	0	0	0	0	0	0	0	1060	0	0	0	0	0
132	#T_SHIPITEMINFO_TXT_132#	0	0	0	0	0	3280	0	0	0	0	0	0	0	0	0	0	1130	0	0	0	0	0
133	#T_SHIPITEMINFO_TXT_133#	2001000001	0	0	0	0	3570	0	0	0	0	0	0	0	0	0	0	1200	0	0	0	0	0
134	#T_SHIPITEMINFO_TXT_134#	2001000001	0	0	0	0	4200	0	0	0	0	0	0	0	0	0	0	1200	0	0	0	0	0
135	#T_SHIPITEMINFO_TXT_135#	2001000001	0	0	0	0	4901	0	0	0	0	0	0	0	0	0	0	1200	0	0	0	0	0
136	#T_SHIPITEMINFO_TXT_136#	2001010001	0	0	0	0	5280	0	0	0	0	0	0	0	0	0	0	2100	0	0	0	0	0
137	#T_SHIPITEMINFO_TXT_137#	2001010001	0	0	0	0	6095	0	0	0	0	0	0	0	0	0	0	2100	0	0	0	0	0
138	#T_SHIPITEMINFO_TXT_138#	2001010001	0	0	0	0	6990	0	0	0	0	0	0	0	0	0	0	2100	0	0	0	0	0
139	#T_SHIPITEMINFO_TXT_139#	2002000001	0	0	0	0	7470	0	0	0	0	0	0	0	0	0	0	2100	0	0	0	0	0
140	#T_SHIPITEMINFO_TXT_140#	2002000001	0	0	0	0	8493	0	0	0	0	0	0	0	0	0	0	2100	0	0	0	0	0
141	#T_SHIPITEMINFO_TXT_141#	2002000001	0	0	0	0	9607	0	0	0	0	0	0	0	0	0	0	2100	0	0	0	0	0
142	#T_SHIPITEMINFO_TXT_142#	2000000002	22	0	0	0	5677	0	0	0	0	0	0	0	0	0	0	0	0	0	535	0	0
143	#T_SHIPITEMINFO_TXT_143#	2000010002	23	24	25	26	6600	0	0	0	0	0	0	0	0	0	0	0	0	0	540	0	0
144	#T_SHIPITEMINFO_TXT_144#	2000010002	23	24	25	26	7618	0	0	0	0	0	0	0	0	0	0	0	0	0	545	0	0
145	#T_SHIPITEMINFO_TXT_145#	2000020002	27	28	0	0	9337	0	0	0	0	0	0	0	0	0	0	0	0	0	550	0	0
146	#T_SHIPITEMINFO_TXT_146#	0	0	0	0	0	900	0	0	0	0	0	0	0	0	0	0	0	0	0	450	0	0
147	#T_SHIPITEMINFO_TXT_147#	0	0	0	0	0	1331	0	0	0	0	0	0	0	0	0	0	0	0	0	455	0	0
148	#T_SHIPITEMINFO_TXT_148#	0	0	0	0	0	1687	0	0	0	0	0	0	0	0	0	0	0	0	0	450	0	0
149	#T_SHIPITEMINFO_TXT_149#	0	0	0	0	0	2335	0	0	0	0	0	0	0	0	0	0	0	0	0	455	0	0
150	#T_SHIPITEMINFO_TXT_150#	0	0	0	0	0	2850	0	0	0	0	0	0	0	0	0	0	0	0	0	450	0	0
151	#T_SHIPITEMINFO_TXT_151#	0	0	0	0	0	3758	0	0	0	0	0	0	0	0	0	0	0	0	0	460	0	0
152	#T_SHIPITEMINFO_TXT_152#	2001000002	29	30	31	0	4462	0	0	0	0	0	0	0	0	0	0	0	0	0	555	0	0
153	#T_SHIPITEMINFO_TXT_153#	2001000002	29	30	31	0	5677	0	0	0	0	0	0	0	0	0	0	0	0	0	560	0	0
154	#T_SHIPITEMINFO_TXT_154#	2001010002	32	33	34	35	6600	0	0	0	0	0	0	0	0	0	0	0	0	0	565	0	0
155	#T_SHIPITEMINFO_TXT_155#	2001010002	32	33	34	35	7618	0	0	0	0	0	0	0	0	0	0	0	0	0	570	0	0
156	#T_SHIPITEMINFO_TXT_156#	2002000002	36	37	38	39	9337	0	0	0	0	0	0	0	0	0	0	0	0	0	575	0	0
157	#T_SHIPITEMINFO_TXT_157#	0	0	0	0	0	1598	0	0	0	0	164	246	0	79	0	0	0	0	0	0	0	0
158	#T_SHIPITEMINFO_TXT_158#	0	0	0	0	0	2025	0	0	0	0	170	256	0	85	0	0	0	0	0	0	0	0
159	#T_SHIPITEMINFO_TXT_159#	0	0	0	0	0	2265	0	0	0	0	183	275	0	88	0	0	0	0	0	0	0	0
160	#T_SHIPITEMINFO_TXT_160#	0	0	0	0	0	2802	0	0	0	0	196	294	0	94	0	0	0	0	0	0	0	0
161	#T_SHIPITEMINFO_TXT_161#	0	0	0	0	0	3420	0	0	0	0	202	303	0	100	0	0	0	0	0	0	0	0
162	#T_SHIPITEMINFO_TXT_162#	0	0	0	0	0	3760	0	0	0	0	215	322	0	103	0	0	0	0	0	0	0	0
163	#T_SHIPITEMINFO_TXT_163#	0	0	0	0	0	4510	0	0	0	0	227	341	0	109	0	0	0	0	0	0	0	0
164	#T_SHIPITEMINFO_TXT_164#	0	0	0	0	0	5355	0	0	0	0	233	349	0	115	0	0	0	0	0	0	0	0
165	#T_SHIPITEMINFO_TXT_165#	0	0	0	0	0	5814	0	0	0	0	246	369	0	118	0	0	0	0	0	0	0	0
166	#T_SHIPITEMINFO_TXT_166#	0	0	0	0	0	6812	0	0	0	0	257	386	0	124	0	0	0	0	0	0	0	0
167	#T_SHIPITEMINFO_TXT_167#	0	0	0	0	0	7920	0	0	0	0	264	396	0	130	0	0	0	0	0	0	0	0
168	#T_SHIPITEMINFO_TXT_168#	0	0	0	0	0	8516	0	0	0	0	276	415	0	100	0	0	0	0	0	0	0	0
169	#T_SHIPITEMINFO_TXT_169#	0	0	0	0	0	9798	0	0	0	0	288	432	0	139	0	0	0	0	0	0	0	0
170	#T_SHIPITEMINFO_TXT_170#	0	0	0	0	0	11205	0	0	0	0	294	441	0	145	0	0	0	0	0	0	0	0
171	#T_SHIPITEMINFO_TXT_171#	0	0	0	0	0	11956	0	0	0	0	306	459	0	148	0	0	0	0	0	0	0	0
172	#T_SHIPITEMINFO_TXT_172#	0	0	0	0	0	13559	0	0	0	0	318	478	0	154	0	0	0	0	0	0	0	0
173	#T_SHIPITEMINFO_TXT_173#	0	0	0	0	0	7260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
174	#T_SHIPITEMINFO_TXT_174#	0	0	0	0	0	7806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
175	#T_SHIPITEMINFO_TXT_175#	0	0	0	0	0	8380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
176	#T_SHIPITEMINFO_TXT_176#	0	0	0	0	0	8982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
177	#T_SHIPITEMINFO_TXT_177#	0	0	0	0	0	9612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
178	#T_SHIPITEMINFO_TXT_178#	0	0	0	0	0	10271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
179	#T_SHIPITEMINFO_TXT_179#	0	0	0	0	0	10959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
180	#T_SHIPITEMINFO_TXT_180#	0	0	0	0	0	11679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
181	#T_SHIPITEMINFO_TXT_181#	0	0	0	0	0	12429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
182	#T_SHIPITEMINFO_TXT_182#	0	0	0	0	0	13210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
183	#T_SHIPITEMINFO_TXT_183#	0	0	0	0	0	990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
184	#T_SHIPITEMINFO_TXT_184#	0	0	0	0	0	1134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
185	#T_SHIPITEMINFO_TXT_185#	0	0	0	0	0	1292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
186	#T_SHIPITEMINFO_TXT_186#	0	0	0	0	0	1464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
187	#T_SHIPITEMINFO_TXT_187#	0	0	0	0	0	1652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
188	#T_SHIPITEMINFO_TXT_188#	0	0	0	0	0	1856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
189	#T_SHIPITEMINFO_TXT_189#	0	0	0	0	0	2076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
190	#T_SHIPITEMINFO_TXT_190#	0	0	0	0	0	2313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
191	#T_SHIPITEMINFO_TXT_191#	0	0	0	0	0	2568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
192	#T_SHIPITEMINFO_TXT_192#	0	0	0	0	0	2842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
193	#T_SHIPITEMINFO_TXT_193#	0	0	0	0	0	3135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
194	#T_SHIPITEMINFO_TXT_194#	0	0	0	0	0	3447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
195	#T_SHIPITEMINFO_TXT_195#	0	0	0	0	0	3780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
196	#T_SHIPITEMINFO_TXT_196#	0	0	0	0	0	4134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
197	#T_SHIPITEMINFO_TXT_197#	0	0	0	0	0	4510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
198	#T_SHIPITEMINFO_TXT_198#	0	0	0	0	0	4908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
199	#T_SHIPITEMINFO_TXT_199#	0	0	0	0	0	5330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
